category,s1,s2,label,node_id,neighbour
Literature & Fiction," B on nie Bad er is an author based in Brooklyn , New York , who has written multiple Penguin Young Readers books . One of her titles is Ham - H am - H am sters , a Level 2 reader ."," H am - H am - H am sters ( P eng uin Young Readers , Level 2 )",0,16607,"[3443, 5245, 5248, 5251, 5293, 5570, 5614, 5647, 5869, 6007, 6016, 6791, 12846, 13591, 16586, 18357, 18393, 18397, 18398, 18411, 18428, 18448, 18459, 18477, 18513, 18664, 18706, 18849, 18896, 18925, 18953, 18971, 18981, 19000, 19005, 19014, 19018, 19032, 19036, 19116, 19157, 19175, 19204, 19213, 19236, 19261, 19277, 19306, 19316, 19324, 19386, 19402, 19423, 19666, 20300, 20317, 20326, 35559, 49608, 50067, 50496, 54636, 55869, 67664, 70479]"
Animals," This novel port rays current political , economic , and environmental issues in the Florida Keys , including Cuban immigration , waterfront culture , gre edy developers , and the Key West Wildlife Center . It explores mysterious pel ican m aim ing incidents and offers insights into conservation efforts . The story follows teenagers Ken zie and Angel o as they navigate the back country of the Keys , facing challenges and learning about pel icans and their habitat . The characters , each with unique backgrounds and personalities , capture the essence of the community . The novel is based on thorough research and is a good read for all ages .", T ang led Lines : Paradise in Per il ,1,67243,[67238]
Animals," Le o , a 1 3 - year - old Sing a , struggles to fit in while hiding his Sp inner abilities . His dreams of becoming the next ruler are threatened by his elder cousin , Tam ir . Leo ' s unique gift leaves a physical trace , putting him in danger when his grandfather dies and Tam ir seeks the throne . This title combines r ites of passage , a family battle for power , and war ring cl ans with captiv ating creatures and a well - developed belief system .", The Sp inner Prince ( P ride Wars ),1,45895,"[1844, 3589, 3793, 3814, 3905, 4039, 4090, 4327, 4329, 11041, 12013, 16627, 16918, 19642, 21637, 21724, 29296, 29298, 33972, 45866, 45968, 46003, 48649, 55960, 58071, 58101, 58157, 58193, 58200, 58288]"
Growing Up & Facts of Life,,,2,73900,[67224]
"Science, Nature & How It Works", Cont ents Living Out doors Types of Camp ing Choosing Outdoor Gear Planning Your Trip Select ing a Camp site Setting up Camp Camp Ch ow Camp Skills Green Camp ing P acking List For More Information S leep ing in a S ack Camp ing Activities for Kids , S leep ing In A S ack : Camp ing Activities for Kids ,15,41294,"[31209, 32089, 41293, 41297, 59909, 63472, 63475, 63478, 63479]"
Education & Reference," Math skills can be developed early in childhood through play and appropriate books . Pre - K is a great age to start number recognition and counting . Todd lers can also learn shape recognition , patterns , size comparison , and more complex math concepts .", Math Skills for Todd lers ,12,28595,"[23822, 28827, 41601, 41625, 42868, 45288, 45337, 45429, 45627, 45653, 56468, 56500, 56516, 56517, 56519, 56522, 56525, 62376, 64978, 71791, 76087, 76090]"
Growing Up & Facts of Life," A sweet story about a girl named Dee who particip ates in her school ' s food drive . She buys a can of peas but wants to know where it goes , so she att aches a note with her name and school . A week later , a church group contacts the school for volunteers to help with their Thanksgiving feast . Dee goes , finds her peas , and be friend s a homeless boy . The story is cont rived , and the text is flat . The appealing water color and g ou ache illustrations depict multi eth nic and handic apped characters .", The Can - Do Thanksgiving ,2,37464,"[57337, 74405]"
"Science, Nature & How It Works"," Sch ol astic ' s True or False series adds excitement to the otherwise dull topic of rocks and minerals with vibrant full - ble ed photos , spanning panor amic val leys , erup ting l ava , and shining gems . Each spread presents one question , from easy to challenging , accompanied by a detailed answer paragraph . While the comprehensive approach may be overwhelming , it ' s an engaging review for students after more structured lessons on rocks . Suit able for grades 2 - 4 .", True or False : R ocks & Min erals ,15,22095,"[21783, 21786, 22091, 22093, 22102, 22105, 24132, 49647]"
Literature & Fiction," G ri pping and compelling , Henderson ' s Boys 1 : The Escape is a satisfying read that keeps readers on the edge of their seats . Written by Robert Much am ore , the author of the acclaimed CH ER UB series , this novel highlights the resilience of child protagon ists facing advers ity . With a fresh and direct voice , Much am ore ' s writing is both engaging and humorous , making it an excellent choice for teenagers . The book has been praised by critics and readers alike , who describe it as un put down able and a brilliant addition to the series .", H end erson ' s Boys 1 : The Escape ,0,11852,"[6170, 6457, 11849, 11851, 11853, 11864, 11868, 11869, 46261, 51957, 52080, 52091, 54749, 55386]"
Geography & Cultures," Ste ve Small man is a children ' s book author known for works like A Hug for Humph rey , The Lamb Who C ame to Dinner , and Sm elly Peter the Great Pe a E ater . Father of four , he now has grandchildren to assess his stories . His latest picture book , Dragon Stew , received high comm end ation at the Sheffield Children ' s Book Awards .", Ste ve Small man : Children ' s Book Author ,11,46320,"[8254, 9006, 14995, 46013, 46276, 46328, 46329, 56251, 56366, 56368, 56433, 66135]"
Growing Up & Facts of Life," S uje an Rim is an illustr ator based in New York City , known for her work on Daily C andy . She contributed her artistic talents to ' A Girl Like Mo i : The Fashion - For ward Adventures of Im ogene ' .", A Girl Like Mo i : The Fashion - For ward Adventures of Im ogene ,2,47490,"[46232, 47494, 47510]"
Growing Up & Facts of Life," Pat ric elli ' s first novel , The R izz ler unk Club : Best Bud s Under Fro gs , is a humorous story about friendship , peer pressure , and being the new kid . It follows Lily , a fourth - grade student with a mon o - brow , as she navig ates her new school , forms a unique friendship , and faces challenges that test her resolve . The story sh ines a light on the sometimes painful process of establishing one ' s sense of self while trying to fit in . Recommended for most collections .", The R izz ler unk Club : Best Bud s Under Fro gs ,2,33036,"[32365, 33228, 33759, 52592]"
History," A book that presents an illustrated history of the United States from 1 8 7 6 to 1 9 3 2 , focusing on adventure tales ."," Ad vent ure Tales of America : An Illustr ated History of the United States , 1 8 7 6 - 1 9 3 2 ",18,72543,[42719]
Education & Reference," M olly Smith is an editor and writer of children ' s non fiction , activity books , and games . She has also worked on several series of books for young - ad ult readers . She lives with her husband and daughter in Connecticut .", World Al man ac Pu zz ler Dec k : Voc abulary & Word play Ages 9 - 1 1 - Gr ades 4 - 5 ( World Al man ac for Kids Pu zz ler Dec k ),12,38473,[38472]
"Science, Nature & How It Works"," M ari Sch uh is an author who has written over 3 0 0 non fiction books for young readers , covering a range of topics from tomatoes to tornado es . She resides in Iowa with her husband , Joe , and their house rabbit , N ola .", Blue berries Grow on a Bush ( How F ruits and Veget ables Grow ),15,50252,"[4000, 5348, 39425, 39584, 41452, 50232, 50233, 50236, 50379, 52524, 52912, 52916]"
Science Fiction & Fantasy," T ri oc ulus , a three - eyed mut ant , has ar isen as the self - app ointed leader of the Empire . The hopes of the Re bel Alliance rest on a young Jed i Prince growing up in an underground city beneath the rain forests of the fourth moon of Y avin ."," The Lost City of the Jed i ( Star Wars Jed i Prince , Book 2 )",7,23433,"[23430, 23437, 23449, 23456, 23463]"
"Activities, Crafts & Games"," THE AR CH IE SU PER ST ARS are a remarkable group of writers and artists who have been illustr ating Ar chie , his friends , and their world for over 7 0 years . This includes legendary artists like Dan De Car lo , Frank Doyle , Harry Lu ce y , and Bob Montana , as well as recent talents such as Dan Parent and Fernando Ru iz .", Ar chie ' s Giant Kids ' J oke Book ( Ar chie ' s J oke Books ),6,74512,"[67608, 68362, 68377, 68381, 69729, 74516]"
Growing Up & Facts of Life," M ood y fills his cemetery with magic and monsters , turning digging up the dead into a thrilling adventure . death and Douglas ", The Gra ved igger ' s Son : A Del icious ly E erie and Heart felt Tale ,2,57472,"[4160, 4371, 20821, 21739, 45908, 45965, 52649, 55358, 57493, 57510, 58204, 62447, 67293, 68219, 68415, 69526]"
Growing Up & Facts of Life," L uc y Cast or Find s Her Spark le is a cozy , timeless tale about embracing change . It tells the story of Lucy , a girl dealing with unexpected changes in her life . Her former best friend has abandoned magic and become a Spark le Girl , her neighbor has built a sun - bl ocking fence , and her mother is pregnant with twins . With the support of her parents , a new friend at school , and a teenage neighbor , Lucy learns to see change as a kind of magic . The story has a few Brit ic isms and an overall nost alg ic tone .", L uc y Cast or Find s Her Spark le ,2,58452,"[15038, 55264]"
"Fairy Tales, Folk Tales & Myths"," T re va , a bl ond , blue - eyed character , teaches a pair of gre edy little troll s how to celebrate Christmas in The Tr ouble with T roll s ( 1 9 9 2 ). After following them to retrieve the stolen gifts and or nam ents from her house , she helps them decor ate their home , shows them the importance of sharing , and offers them a gift . The story , though predictable , is appealing and relates directly to its audience . Fans will be en ch anted by the loving ly detailed folk / Sc and in avian art istry in Brett ' s bright and cris ply drawn illustrations , particularly the intriguing borders featuring the troll s ' pet hedge h ogs engaged in their own activities .", Christ mas T roll s ,5,16033,"[1145, 4570, 4600, 5371, 5494, 5591, 5977, 6262, 6327, 6973, 6981, 8711, 9655, 14412, 15590, 15755, 15823, 15843, 15849, 15873, 15964, 15965, 15969, 15986, 16093, 16122, 16124, 16146, 16187, 16224, 16254, 16293, 16299, 16420, 16424, 16446, 16449, 16493, 16501, 16536, 16561, 16578, 16966, 21739, 23235, 28658, 28977, 28983, 33680, 40745, 40778, 40783, 44920, 63066, 63264, 63278, 65120, 69442, 70922, 74251, 74261]"
Animals," M ery l F awn , a native New Yorker now living in Atlanta , Georgia , is pursuing her B . A . in English and Creative Writing at SN H U . Her work has been published in The Man ate e Literary Journal and The Pen men Review . A mother of four and grandmother of three , she recently wrote ' The Adventures of N ana Ban ana : Our Trip to the Zoo ' .", The Adventures of N ana Ban ana : Our Trip to the Zoo ,1,57301,"[21393, 54069, 58890]"
Geography & Cultures," Hen ry , a bear character based on 1 9 th - century writer Henry David Th ore au , builds a cabin in the woods with the help of his friends , who offer advice . Henry ' s cabin , though small - looking , has a bean patch behind it serving as a dining room , a sunny spot nearby as a library , and a path leading to the pond as a ball room . The sequel to Henry H ikes to F itch burg is filled with colorful illustrations and quiet all usions to Th ore au ' s contempor aries like Ralph Wald o Em erson and Br ons on Al cott . Ages 5 and older .", Hen ry Build s a Cab in ( A Henry Book ),11,24948,"[1270, 5515, 5630, 6863, 15722, 17761, 19719, 22956, 23189, 24411, 25056, 25127, 26750, 26840, 26896, 27035, 27506, 28335, 28381, 29481, 31388, 32288, 32488, 34817, 36911, 37142, 38046, 41026, 41384, 41963, 61012, 62124, 62645, 67158, 72188, 72189]"
Literature & Fiction,,,0,73335,"[73331, 73332]"
"Activities, Crafts & Games"," Deb or ah Z em ke is the creator and / or illustr ator of over 4 0 children ' s books , including the popular D ood les at Breakfast - L unch - D inner plac em ats and D ood les D is for D ood le , 2 is for Tou can . Visit her at www . de bor ah z em ke . com . She resides in Columbia , Missouri .", P ocket Pack : Alpha - D ood les ( P ocket P acks ),6,66847,"[66780, 66865]"
Growing Up & Facts of Life," This nost alg ic story takes place on a hot summer day in a small southern town . Squ irt and her grandfather go fishing and then visit M ister Mac ' s General Store . While there , Squ irt struggles to choose between a banana and root beer ice pop . She meets Mir acle , who can ' t afford an ice pop . Grand d addy buys both girls ice pops , and they share stories like old friends . The soft edges and m uted golden under ton es of S hed ' s rich , full - page g ou ache paintings create a nost alg ic atmosphere . The text is well - lay ered on past el pages , making the art even more charming . This is a quiet , l yr ical tale about friendship .", Root Beer and Ban ana ,2,32257,"[6228, 12187, 17456, 32327, 32682, 33218]"
Growing Up & Facts of Life," M aking C ents is a kindergarten - grade 2 book that introduces American coins and paper money in a clear and entertaining way . It features a group of children from various ethnic backgrounds earning money , saving , and planning for a neighborhood club house . The purchasing power of different coins and bills is demonstrated through building supplies such as nails , screws , marking p enc ils , and sand paper . The book also illustrates various ways coins can be combined to equal nick els , d imes , quarters , and dollars . The text is well - paced , and the layout is attractive although occasionally busy . The colorful cartoons and accurate scanned images of coins and bills make the book appealing to children . An author ' s note provides information about less - common currency and recent monetary changes .", M aking C ents ,2,62660,"[340, 4875, 5575, 12235, 12681, 12995, 13695, 19646, 23002, 26494, 26880, 39271, 61312, 65432, 65460, 66910]"
Geography & Cultures," D K ' s Ey ew itness series offers a comprehensive look at Islam , covering its basic ten ets , history , and cultural variety . The series ' standard format is expanded to provide deeper insights , with special focus on the Five Pill ars of Islam and Muslim achievements . The book showcases Islamic architecture , trade , and art , while avoiding controversial contemporary issues . Suit able for grades 3 - 8 .", Is lam ( E y ew itness Books ),11,35316,"[30862, 35336, 53095]"
Literature & Fiction," Mon ica G . Wood , a communications and crisis management expert , founded H iz Temple , LLC . This organization promotes spiritual enrich ment , self - respect , and a bold love for God through wear able items , workshops , and inspiring messages . H iz Temple is a declaration that we belong to God . Wood ' s book , ' What Does Love Look Like ?, aims to inst ill value , good , and beauty in young boys and girls .", What Does Love Look Like ?,0,28816,[28778]
Animals," J ean Craig head George , author of over one hundred books for children and young adults , including the New bery Medal - winning Julie of the Wol ves and New bery Honor - winning My Side of the Mountain ， created the engaging tale Who Really K illed Cock Robin ? （ R ise and Sh ine ）. The story is filled with ecological themes and thrilling scientific mysteries .", Who Really K illed Cock Robin ? ( R ise and Sh ine ),1,4416,"[4421, 4441, 4449, 4589, 4593, 5708, 25043, 27020]"
Animals," R og er Pr idd y is an author known for his fun , informative , and engaging non - fiction early learning books . He lives in London with his wife and four children , who inspire many of his ideas . His latest book , Smart Kids : Pred ators , explores the world ' s dead liest hunters .", R og er Pr idd y ' s Smart Kids : Pred ators Exam ines the World ' s Dead liest Hun ters ,1,9842,"[1997, 2023, 2227, 2466, 2565, 4013, 4656, 5350, 5384, 5529, 5554, 5979, 7174, 7302, 7479, 9721, 9737, 9756, 9813, 9856, 9860, 9877, 9880, 9969, 9997, 9998, 10027, 11415, 12604, 13977, 15600, 15613, 15741, 17700, 17867, 18326, 20180, 20955, 24879, 27263, 31135, 38306, 39446, 41364, 46876, 47592, 49524, 49589, 49598, 49608, 49632, 49637, 49667, 49677, 49683, 49691, 49735, 49786, 49811, 49836, 49944, 49980, 50051, 53301, 60219, 76194]"
Literature & Fiction," In 1 9 4 2 , the launch of Little Golden Books revolution ized children ' s book publishing by making high - quality picture books available at affordable prices . More than 6 0 years later , titles like The Pok y Little Pupp y remain popular . Golden Books ' back list includes classics like Pat the Bun ny and collaborations with renowned children ' s book artists . The imprint now offers a variety of story books , novel ty books , and coloring activity books featuring popular licenses like Disney , Nick el ode on , Barb ie , Thomas & Friends , and more . Golden Books continues to re issue back list titles and release new books in various formats , including e books and apps .", Gold en Books : Tim eless Classics and Popular Lic enses ,0,45343,"[8627, 8720, 12782, 13122, 13751, 13806, 14095, 19514, 19565, 23815, 26558, 58083]"
Literature & Fiction," P eng uin Young Readers brings together top authors , illustr ators , and brands to engage early readers from emer gent to flu ent . Their books utilize a numbered level ing system and the Gu ided Reading level ing system to help educators , parents , and kids find the perfect reads for developing readers .", J ump and Run ( Read With Dick and Jane ),0,18555,"[1415, 2282, 3230, 3849, 3971, 4100, 4361, 4829, 8199, 8345, 12896, 13094, 13537, 13986, 14664, 16694, 16819, 17669, 18428, 18530, 18535, 18539, 18540, 18542, 18543, 18545, 18552, 18568, 18570, 18577, 18586, 18592, 18611, 18896, 18953, 18971, 19000, 19005, 19010, 19014, 19018, 19036, 19076, 19116, 19204, 19236, 20300, 26295, 41601, 45344, 55706, 56627, 58150, 61913, 63660, 76858]"
Growing Up & Facts of Life," Er n est ine , a prec oc ious 4 6 - year - old , is determined to bring about a zombie ap ocalypse . She and her younger step bro ther Charleston visit a neighboring gra vey ard to raise the dead . After a possible zombie sight ing , they return to her home at the Mac G ill ic udd ie House for Ret ired Artists , where a wild party is underway . The house is filled with eccentric residents led by the wealthy and glam orous Mrs . Mac G ill ic udd ie . As incidents point to foul play , Ernest ine becomes entang led in a plot - driven humorous mystery that explores themes of community , family , and over coming the past ."," Er n est ine , Cat ast rophe Queen ",2,11542,"[3793, 4119, 4259, 4327, 4330, 4347, 9639, 10521, 11049, 11091, 11112, 11233, 11234, 11292, 11296, 11298, 11299, 11301, 11308, 11312, 11418, 11510, 11511, 11555, 11573, 16906, 22883, 42672, 55170, 74967, 75000]"
Classics," A magical tale rein vent ed by the creators of P ish , P osh Said Hier onym us Bos ch , The Sor ce rer ' s App rent ice tells the story of Sylv ia , a red - ha ired young woman who volunteers to be the assistant of old T ott ib o , a mag ician feared by all . Task ed with clothing his creatures , she uses a bit of magic to speed up the process , leading to unexpected consequences . The story , told in vivid rh ym ing text and exquisite water col ors , explores the age - old theme of the apprent ice who mess es with the magic . Sylv ia learns to turn her failures into fairy tales , offering a moral for today .", The Sor ce rer ' s App rent ice ,8,24393,"[834, 7626, 7796, 7821, 10768, 11673, 24411]"
Growing Up & Facts of Life," Par alle ling the planting of a garden in the fall and its bloom ing is the growth of a young girl and all the mil estones that happen between fall and spring . Dies en never makes the comparison overt , which makes this book all the more delightful . The seemingly water color illustrations capture both the family members ' love for one another and the beauty of the natural world . A lovely way of looking back on the year with a child who may not realize he or she has bloom ed .", Bl oom : An O de to Spring ,2,11940,"[3773, 5366, 7361, 11929, 11945, 11974, 11979, 11988, 12292, 12380, 22365, 24132, 31365, 40737, 45727, 48558, 49635, 51224, 52410, 56396, 62399, 62415, 63242, 63379, 63395, 65108, 68467, 69516, 75544]"
Literature & Fiction," Pr ince C asp ian is a book written by Cl ive Stap les Lewis , one of the intellectual giants of the 2 0 th century and a highly influential writer . Lewis was a Fellow and T utor in English Literature at Oxford University until 1 9 5 4 . He then moved to Cambridge University , where he held the Chair of Medieval and Renaissance Literature until his retirement . Prince C asp ian is the second book in Lewis ' s famous Chron icles of N arn ia series , which has sold over 1 0 0 million copies and been adapted into three major motion pictures .", Pr ince C asp ian ( Ch ron icles of N arn ia ),0,3713,"[2376, 2385, 3756, 3792, 5238, 5995, 8375, 30092, 48950, 67064]"
Growing Up & Facts of Life," V eron ique Vo , a nine - year - old , faces challenges after moving from her Norm andy home to Paris . Her mother fires their n anny , leaving Ver on ique in her 1 2 - year - old brother Philipp e ' s care . The plot revol ves around their struggles without the n anny and how to get her back . Hum orous incidents include Mr . Vo ' s unusual cooking experiment with tooth p aste and mint y may onna ise . The siblings unite to execute a successful plan to reun ite with their n anny .", V ero and Philipp e ,2,38643,"[7174, 41993]"
Literature & Fiction," P raise for the animated family adventure film Spirit R iding Free : The Adventure Be gins , a spin - off of the popular Dream Works animated series Spirit R iding Free .", Sp irit R iding Free : The Adventure Be gins ( D ream works Spirit R iding Free ),0,11566,"[10121, 11560, 13877, 14540, 17108, 20922, 21101, 45377, 52213, 52220, 53473]"
Education & Reference," Phil ip Gi ord ano , an Italian artist now residing in Tokyo , Japan , has a diverse portfolio spanning magazines , children ' s books , animation , and toy design . In 2 0 1 0 , he won the illustration prize at the B olog na Children ' s Book Fair . His creativity extends to interactive children ' s books like ' F old - a - Fl ap : Opp os ites ' .", F old - a - Fl ap : Opp os ites ,12,75909,"[16741, 23943, 52566, 61010, 71066, 75895, 75900]"
Education & Reference," This book is a valuable reference for school or home , offering a fun and engaging way for children aged 5 to 8 to explore language . Written by George Be al , the author of several children ' s books on language , including The Illustr ated Children ' s The s aurus , King f isher Book of Words , and King f isher First The s aurus .", My First The s aurus ( King f isher First Reference ),12,30637,"[8292, 34119, 53421]"
Sports & Outdoors," Let ' s Play Tennis ! is a delightful book for children and parents alike , written by Andy Ace . It features full - color illustrations and easy - to - follow descriptions , making it perfect for players of all ages . The book covers essential tennis techniques , equipment requirements , court adjustments for beginners , and more . It also includes fun games and dr ills for parents and kids to enjoy together , as well as lessons on tennis et iqu ette and sports manship . The story concludes with an exciting match between the author and his rival , Danny De uce .", Let ' s Play Tennis ! A Guide for Parents and Kids ,21,43691,[24684]
Education & Reference," This resource was instrumental in assisting our daughter with her algebra homework . It offers a step - by - step approach , making it ideal for increment al learning .", Al gebra 1 / 2 : An Incre ment al Development Teacher ' s Edition ,12,42570,"[5238, 42569, 60933, 60935, 60938]"
"Arts, Music & Photography"," Pre School - Gr ade 2 - Sign or P oo ch ini , a famous can ine opera star , lives with his master in a large city . By day , he ' s Jack , an ordinary dog , but at night , he transforms into his alter ego . When trouble strikes on the evening of the premiere of Dog Giovanni , P oo ch ini must find a way to escape his locked house , th wart a cat burg lar , and make it to the stage in time . Children may not catch all the word play in the story , but they ' ll enjoy the drama , adorable illustrations , and humorous pun s .", The Great P oo ch ini ,13,41739,"[22968, 24937]"
Growing Up & Facts of Life," Hen ry ' s diet , like many others , is filled with sugar and unhealthy foods . When he hears a story about Sir Henry the Great , however , he learns the importance of healthy eating . This book combines the storytelling of Mary Ble ck we hl and the illustrations of Brian Barber to teach children the value of nutrition . Kids will enjoy the humor and rel atable characters , while also learning to make healthier food choices . The book has received the Mom ' s Choice Award , recognizing excellence in family - friendly media .", Hen ry ! You ' re Hung ry Again ?,2,64371,"[64366, 64387, 74475]"
Growing Up & Facts of Life," Living with an ordinary dad , mom , and three ordinary cats , the extraordinary Po ppy Pick le faces a challenge when her imagination gets the best of her . Po ppy , full of creativity , is sent to clean her room , but instead imag ines a men ager ie of creatures that come to life and w reak ha voc in her home . Un able to ' un - imag ine ' them , she creates a door and sends the creatures through , only to face the mess they left behind . The mixed - media illustrations by Y ar lett are bold , bright , and colorful , capturing Po ppy ' s enthusiasm and creativity . The story is filled with wh ims ical creatures and clever details that will delight readers . Different font s are used for nar ration and dialogue , adding variety to the text size and composition of each page . This entertaining and eye - c atching story is sure to be a hit in story time .", P opp y Pick le ,2,33854,"[3205, 3913, 4149, 4250, 4338, 10841, 14695, 15811, 15830, 16558, 20799, 21109, 28790, 32304, 32390, 33357, 33460, 33639, 33677, 33870, 33897, 33977, 44489, 45991, 45992, 46318, 48586, 51627, 52599, 52720, 54575, 54927, 55338, 55851, 55854, 55865, 55885, 56978, 58229, 59750, 65175, 67898, 68204, 68210, 69166, 69174, 70446]"
Literature & Fiction," The creators of The Fro gs W ore Red Susp enders ( 2 0 0 2 ) present a new picture - book poetry collection filled with g lee ful nonsense verse and captiv ating illustrations . Many poems have a geographical theme , featuring animal tourists exploring cities and land marks across the U . S . The b ouncing , rh ym ing couple ts are best read al oud , and young kids will easily commit some of the cont ag iously silly lines to memory . The water color artwork enhances each selection , with double - page spreads showing the charming characters full of expression . A light hearted , high - sp ir ited collection for sharing anytime , in groups or one - on - one .", In Aunt Gir affe ' s Green Garden ,0,4918,"[15228, 32541]"
Geography & Cultures," Med ina ' s l yr ical first picture book centers on the strength of family and the importance of pursuing dreams . The story , told from a child ' s perspective , showcases the difficulty of separation and the long ing for reun ification . Spanish words are inter w oven throughout the book , offering a learning tool for immigrant Latino children . The water color illustrations echo the warmth and fun of the text .", T ia Isa W ants a Car ( J un ior Library Guild Selection ),11,32754,"[3930, 5387, 8274, 11896, 12681, 12995, 13695, 15182, 15455, 15565, 16347, 19538, 21344, 21372, 21546, 21955, 29100, 29314, 33104, 33432, 33656, 33863, 33981, 36463, 37301, 48591, 48676, 48718, 52547, 52592, 52894, 61726, 62709, 74405]"
Growing Up & Facts of Life," Har riet Z ief ert is a renowned children ' s book author with over a hundred titles to her name . She resides in Lincoln , Massachusetts and Maple wood , New Jersey ."," Oh No , Nick y !",2,64488,"[14695, 73393]"
Animals," S ashi , the Sc ared Little She lt ie is a heart w arming picture book based on a true story of a She lt ie rescue . Beautiful ly illustrated in full color , it captures the attention of children and adults alike . The story transforms a scared and neglected pup into a champion , teaching the importance of compassion and resilience . A portion of the proceeds benefits She lt ie Rescue ."," S ashi , the Sc ared Little She lt ie ",1,67126,"[47220, 67127, 67130]"
History," S andra Mark le , a former elementary school science teacher and nationally renowned science education consultant , is the author of numerous award - winning children ' s books . One of her books , Animals Robert Scott Saw , was inspired by her personal experiences in Antar ctica .", An im als Christopher Columbus Saw : An Adventure in the New World ( Ex pl ore rs ),18,38386,"[7111, 25600, 26204, 29011, 40603, 62252, 67884]"
"Science, Nature & How It Works"," M ais y ' s Book of Things that Go : A M ais y First Science Book presents seven v ign ettes exploring different modes of transportation , including a bicycle , t rol ley , and hot - air balloon . Each spread is dedicated to one form of transport and accompanied by a illustrated side bar with three labeled items from the larger picture , encouraging closer examination of the art and adult explanations . The illustrations feature bright colors and thick ly outlined cartoon animals . Although the durability of the book may be tested due to its interactive nature , it is expected to be a popular title among young readers .", M ais y ' s Book of Things that Go : A M ais y First Science Book ,15,32935,"[32677, 32748, 33320, 33437, 33899]"
Education & Reference," A comprehensive guide to learning Hebrew , The Hebrew Prim er offers a structured approach to master ing the language . With a focus on grammar , vocabulary , and pron unciation , this primer is an ideal resource for beginners .", The Hebrew Prim er : A Comprehensive Guide to Learning Hebrew ,12,41071,"[4962, 30910, 40897, 40900, 41073, 41078, 41079, 41080, 41087, 62095, 62098, 70671]"
Growing Up & Facts of Life," Hen kes ' s picture books often distract readers from his profound understanding of life ' s harsh realities . His novel , The Z eb ra Wall , follows Ad ine Vor lob , a 1 0 - year - old girl dealing with the arrival of a new baby brother . The story explores Ad ine ' s concerns with depth and compassion , treating her thoughts and feelings with remarkable accuracy . This book is suitable for ages 8 and up .", The Z eb ra Wall ,2,26706,"[1379, 2772, 2874, 3512, 3930, 4315, 5661, 26973, 52599]"
Literature & Fiction," C reated by Ben Newman , an artist known for his contemporary fusion of bold shapes , bright colours , and playful characters , Professor Ast ro Cat ' s Solar System is an educational and entertaining book . Newman has exhibited his work internationally and worked for a diverse range of clients including the Tate , Fant agraph ics , and Self rid ges .", Prof ess or Ast ro Cat ' s Solar System ,0,73142,"[4238, 15811, 22377, 26512, 31592, 33211, 33333, 33438, 33484, 33590, 33677, 33806, 33830, 33980, 33997, 34011, 38366, 38430, 38504, 38521, 39113, 45197, 45242, 45786, 48586, 48682, 48715, 52339, 52462, 52463, 52599, 53324, 55126, 55152, 55298, 55349, 56468, 56480, 56481, 56489, 56499, 56500, 56513, 56521, 56524, 56525, 59750, 65174, 65454, 68558, 70799, 71057, 71076, 71081, 71771, 71788, 71796, 73051, 73053, 73071, 73074, 73079, 73083, 73123, 73137, 73144, 73249]"
History," Ad am Miller , an experienced writer and editor of non fiction books for young people , particularly enjoys crafting stories about history , music , and food . In his spare time , he purs ues his passions for cooking , traveling , and searching for hard - to - find records . Based in Chicago , Illinois , he pens his works from his home ."," C our age Under Fire : True Stories of Bra very from the U . S . Army , Navy , Air Force , and Marines ",18,56104,"[12003, 16829, 17636, 17826, 19266, 20821, 22834, 22839, 22856, 22883, 45980, 53232, 54849, 57780]"
Growing Up & Facts of Life," April Pul ley Say re , a veteran science - book writer , introduces the idea of the food chain in this attractive picture book . Say re unf url s the process behind the intriguing title in a simple text , illustr ating how fallen leaves become food for aqu atic creatures , which are eaten by tr out . Eventually , the tr out become a picnic meal for a man and three children who have observed and recorded their findings in science notebook s .", Tr out Are Made of Trees ( R ise and Sh ine ),2,62234,"[4002, 4381, 7455, 33333, 35414, 36922, 47767, 51368, 52410]"
"Arts, Music & Photography"," Play With Art is a creative art book for children published by D K . The projects are simple and achie vable , with loose instructions to encourage creative play . The book features a range of activities and topics , from animals and the human body to homework help and craft activities .", Play With Art ,13,53479,"[16919, 19675, 20016, 25957, 29058, 29314, 30989, 31321, 31323, 44463, 44922, 53366, 53456, 58021, 58022, 58220, 68626, 68878, 70814, 76087, 76091]"
Growing Up & Facts of Life," L aur a D ower , like Madison Finn ' s author , is also a lover of laptop computers and root beer . A prolific children ' s book writer , she has penn ed over sixty titles . She resides in New York with her spouse and three kids .", To Have and to Hold ( Mad ison Finn Super Edition # 1 ),2,34876,"[34864, 34925]"
Literature & Fiction, J enn ifer Fox has worked in children ' s publishing as an editor and freelance writer since 1 9 9 8 . She lives in Brooklyn with her husband and two young sons ., Transform ers : Rescue B ots : Meet Optim us Pr imal ( Pass port to Reading Level 1 ),0,11464,"[10797, 10803, 10806, 10808, 10912, 10914, 10925, 10932, 11036, 11094, 11095, 11115, 11128, 11241, 11409, 11420, 11424, 11453, 11459, 11466, 11472, 11492]"
