category,s1,s2,label,node_id,neighbour
Holidays & Celebrations," S weet Pe a is a bun ny living by a stream who receives a holiday newsletter from aunt L enn ie , announcing her and her family ' s visit for Christmas . With the addition of other family members , Sweet Pe a must prepare for the holiday amid st challenges . The story ' s wh ims ical illustrations , along with hidden details , create an engaging read . Numbers are presented in different colors and font sizes , while a seek - and - find section and activity pages occupy young minds . Author Marc ia Le iter shares her love for Christ m ast ime and her expertise in writing , drawing , painting , and gardening .", S weet Pe a ' s Christmas ( S weet Pe a Tales ) ( Vol ume 2 ),14,44794,[44795]
Growing Up & Facts of Life," C ald ec ott Medal ist McC ul ly ( M ire tte on the High Wire ) brings to life Gr ania O ' Mal ley , Ireland ' s renowned lady pir ate , in this sw ash buck ling tale . McC ul ly writes with fl air and her water col ors create a big - screen effect , depicting the mist y Irish seas and exciting ship board me le es . Gr ania ' s life is chronic led from her birth in 1 5 3 0 to her meeting with Elizabeth I of England , who she pleaded her case to and won her bold gam ble to return to the high seas . The story is c ull ed from both legend and history , offering an alternative to traditional male ' occup ations ' .", The Pir ate Queen ,2,15998,"[17649, 29120]"
Literature & Fiction,,,0,55172,"[22576, 22772, 22877, 22883, 22885, 22905, 22927, 45922, 45962, 55085, 55136, 55187, 55454, 71791]"
Animals," Red R iding Hood and the Sweet Little Wolf is a humorous take on the classic story with a twist . In this version , Sweet Little Wolf desires to be a kind and compassionate wolf instead of resort ing to eating girls . The illustrations are playful and charming , adding to the simpl istic narrative .", Red R iding Hood and the Sweet Little Wolf ,1,63581,"[3205, 5413, 5446, 6748, 10279, 17658, 21475, 22561, 25267, 27523, 32456, 33326, 36866, 37989, 46876, 46912, 46919, 50200, 54097, 57823, 61915, 62465, 70508]"
Biographies," L ind say McN att , a teacher in Denver Public Schools , auth ored the book ' K ate Sl aughter back : Legend ary R att les n ake Kate ' as part of the Great Lives in Colorado History series . The series ' authors are all educators , libr arians , or administrators in Colorado schools .", K ate Sl aughter back : Legend ary R att les n ake Kate ( Great Lives in Colorado History ),17,40877,[40882]
Animals," The Tall Tale of Paul Bun yan is a graphic novel that hilar iously ret ells the story of the legendary woods man . Paul wears wagon wheels for shirt buttons and h ires seven assistant woods men named El mer . Written by Martin Powell , a renowned freelance writer with hundreds of published stories , this book brings classic American tales to life with energetic , cartoon ish dep ictions .", The Tall Tale of Paul Bun yan : The Graphic Novel ( Graph ic Spin ),1,50685,"[4250, 13512, 15290, 28995, 33985, 38890, 48531, 50528, 50643, 50650, 50669, 50675, 50693, 50723, 50821, 50870, 50917, 67832]"
Science Fiction & Fantasy," Y oung Queen Am id ala had a lot on her mind . At just 1 4 years old , she was negotiating with Ne im oid ians , dod ging dro ids , and trying to remember her name and which outfit to wear . Her 1 6 - part journal , written in her own words , recount s the events surrounding her in Star Wars Episode I , The Ph antom Men ace . Each entry includes a movie clip showing her att ire . Ages 9 to 1 2 ."," Que en Am id ala ' s Journal # 2 ( Star Wars Episode 1 , The Ph antom Men ace )",7,24452,"[17065, 17290, 24449, 24451, 24455]"
Growing Up & Facts of Life," Dr ift , a snow man made early in the winter , is en vious of his well - d ressed peers who participate in group activities . Rid ic uled and sc orn ed , he is left to solitary purs uits . One day , children adorn him with a hat , m itt ens , scar f , and car rot nose , but he later loses them . When a bun ny seeks shelter during a snow storm , Dr ift demonstrates his warm heart by bund ling the creature in his scar f and offering his car rot nose . The story encourages conversations about the value of appearance , group engagement , empathy , and generosity .", The Most Perfect Snow man ,2,3982,"[1405, 1713, 2840, 2937, 2978, 4315, 4600, 5385, 6195, 6329, 6735, 6981, 9607, 14018, 14412, 15826, 15915, 16093, 16643, 17495, 19100, 20825, 22258, 22303, 23890, 31975, 33680, 35944, 36403, 36588, 44862, 45952, 47452, 50463, 51597, 51812, 52400, 52535, 52604, 52816, 53717, 54138, 55024, 56433, 58220, 62709, 63066, 63375, 67961, 68107, 68204, 68210, 68429, 68456, 70421]"
Literature & Fiction," M ary Brig id Barrett is an award - winning children ' s book author and illustr ator . She serves as president and executive director of the National Children ' s Book and Liter acy Alliance , and edited the publication ' Our White House : Looking In , Looking Out .' Barrett resides in Massachusetts .", S ho eb ox Sam ,0,9055,"[2277, 5591, 10308, 60118, 68204]"
Science Fiction & Fantasy," D rac ul ( Dr agon Eye ) ( Vol ume 5 ) is a book written by Fin ley Aaron . Aaron grew up reading various books and believes that the best stories involve extraordinary events , happening in the least expected places . His stories aim to bring that spark of life into the reader ' s mund ane days , reminding them that anything is possible if they ' re prepared . F illed with imp ish humor and wit , Dr ac ul ( Dr agon Eye ) ( Vol ume 5 ) will entertain and captiv ate its audience .", D rac ul ( Dr agon Eye ) ( Vol ume 5 ),7,57930,[57390]
Science Fiction & Fantasy," T rey King , a children ' s book author , has been passionate about reading and writing since his childhood . He resides in New York City , where he enjoys cycling , playing video games , and climbing trees .", Transform ers Rescue B ots : Re usable St icker Book ,7,11466,"[10806, 10808, 10912, 10914, 10925, 10932, 11095, 11128, 11241, 11420, 11424, 11453, 11459, 11464, 11472, 11492]"
Humor," Char les M . Schul z ' s ( 1 9 2 2 - 2 0 0 0 ) Pe an uts comic strip debuted in 1 9 5 0 and went on to become the most widely read comic strip in the world , with an audience of 3 5 5 million people in 7 5 countries . It ran in 2 , 6 0 0 newspapers and was published in 2 1 languages .", Pe an uts : Be Joy ful : Pe an uts Wisdom to Car ry You Through ( Pe an uts ( R unning Press )) ,3,32043,"[32029, 32049, 32058, 32082, 45326, 52183, 52185, 52193, 52229, 52247, 54844, 54861, 54927, 55145, 55384, 58462, 58489]"
Geography & Cultures," El aine Land au is a renowned children ' s author , known for her non fiction books . One of her notable works is ' Austral ia and New Zealand ' which belongs to the ' True Books : Geography : Countries ' series .", Austral ia and New Zealand ( True Books : Geography : Countries ),11,20391,[]
Science Fiction & Fantasy," S andra Hank en , an elementary school teacher , crisis shelter worker , and family social worker , is the author of Sky Castle . With a desire to encourage children ' s belief in themselves and their abilities , she collaborated with illustr ator J ody Ber gs ma .", S ky Castle ( J ody Ber gs ma Collection ),7,42421,"[42420, 42422, 42426, 43096]"
"Science, Nature & How It Works"," L ind say , a Michigan native and graduate of Grand Valley State University ' s College of Education , loves Pet os key Stones and aims to share the beauty of her state with her students through engaging learning activities .", Un cover ing Michigan ' s Treasure : Pet os key Stone Activities for Students ,15,51126,[63135]
"Activities, Crafts & Games"," A ward - winning author Jane Bull , known for her creative and energetic designs aimed at children , has published numerous activity books including the best s ellers Make It ! and Made By Me . Based in London , she lives with her husband and three children .", Christ mas : Ultimate St icker and Activity Collection ,6,31078,"[53246, 53408]"
Literature & Fiction," In the newest addition to the Bir ch b ark House series , Erd rich continues her excellent storytelling with an focus on a small clan of O j ib we in the 1 8 6 0 s . Eight - year - old Mak oons , or Little Bear , rec overs from a hearts ick - induced illness and dreams a vision full of joy and sorrow . He and his twin , Chick ade e , travel with their family from western Minnesota to Dakota Territory in search of buff alo . The two boys are full of mis chief and in separ able as they hunt , explore , and grow . This novel is quick moving and deeply affecting , offering detailed information about hunting , packing , for aging , and preparing food . The family works tire lessly together , with character development being a strength of Erd rich ' s writing . P encil drawings throughout the book help readers visual ize the narrative . As the plot progress es , Mak oons changes in a surprising way , bringing the heart breaking fulfillment of his dream . Warm inter gener ational moments ab ound , and readers will thoroughly enjoy following Mak oons and learning about O j ib we life .", M ak oons ( B ir ch b ark House ),0,1584,"[1218, 1224, 1243, 1656, 3512, 4121, 4129, 5330, 5674, 6905, 10271, 11562, 16760, 20899, 21391, 22831, 27009, 27084, 32518, 33490, 33776, 34702, 34707, 41786, 41960, 42513, 45374, 45642, 48585, 52485, 52899, 52909, 55106, 59510, 59794, 59897, 65114, 65174, 67291, 68077, 68115, 68186, 68219, 70685, 70686, 72272, 72864, 73082, 73309, 73874, 74319, 74563, 75197]"
Geography & Cultures," Blue Gold is a compelling story that we aves together the lives of three 1 5 - year - old girls from three continents , examining issues like sexual assault , worker ' s rights , war , bullying , and refugee life . The novel del ves into the inter connected ness of the global economy and raises awareness about social justice issues . Well - written and engaging , it encourages readers to take action .", Blue Gold ,11,59594,"[7497, 13036, 23101, 41813]"
"Arts, Music & Photography"," Jo an P aley ' s picture book ' Little White Duck ' brings to life the classic 1 9 5 0 s children ' s song written by Walt Wh ipp o and Bernard Z ar itz ky . The song , previously recorded by artists like B url I ves , Danny Kay e , and R aff i , is now presented in a vibrant and engaging narrative . P aley ' s coll ages are filled with vivid colors and three - dimensional effects , creating a lively underwater world . The story follows a duck , f rog , and bug who are happily ' doing what they o ugh ter ' until a little red snake appears and causes chaos . The musical notation is included , and the book ends on an up beat note with all the characters taking a bow . Suit able for ages 2 to 7 .", Little White Duck ,13,10314,[6071]
Science Fiction & Fantasy," E cho es of The Wizard of Oz and Planet of the Ap es . -- New York Times Book Review , Editor ' s Choice ", Sim on ' s Dream ( The F og M ound ),7,28427,"[11408, 28429, 65146]"
Growing Up & Facts of Life," P ony eats a lot every day , just like his dad . So P ony needs to brush his teeth everyday . He does everything just like his dad until his teeth are and nice and clean . These Hello Gen ius books help to teach basic activities that every young child needs to know .", P ig Takes A Bath ( Hello Gen ius ),2,46863,"[13617, 14557, 32828, 32849, 46770, 46771, 46773, 46783, 46795, 46802, 46810, 46819, 46833, 46860, 46884, 46893, 46907, 46959, 46965, 52545, 54221, 54225, 54236, 54249, 54258, 54260, 54278, 54310, 54342, 54385, 75638]"
Growing Up & Facts of Life," Gr . 5 - 8 . Author Simon delivers an insightful book on the human body , focusing on the digestive system . His signature style makes complex phys iology accessible without being cute or cond esc ending . The book covers everything from food entering the mouth to organs transforming it into energy , nutrients , and waste . D ense text is complement ed by full - page color photos , including X - rays , dis sect ed organs , and micro scopic views . A page on healthy diet is also included .", G uts : Our Dig est ive System ,2,1483,"[617, 1459, 1997, 2001, 2008, 2010, 2023, 2036, 2227, 2263, 3990, 4636, 4881, 19163, 21212, 26930, 27100, 49770, 63501, 75488]"
Growing Up & Facts of Life, Gr ade 6 Up . 哈利 波特 遇见 绯闻 女孩 ， 这部 作品 是 《 萨 勒 姆 女 巫 试 炼 》（ S & S ， 2 0 0 6 ） 的非 魔法 续 集 。 普 鲁 迪 斯 成功 加入 圣 阿 加 塔 日 间 女 巫 学校 啦啦 队 后 ， 她的 麻烦 越来越多 。 她 不仅要 证明 自己在 队伍 中的 实力 ， 还要 通过 补 习 巫 术 课程 ， 同时 努力 摆脱 世俗 的 倾向 。 剧情 融入 了 傲 慢 的 啦啦 队 、 帅 气的 邻居 以及 隔壁 的 的书 呆 子 男孩 ， 典型的 故事 情节 适合 高 要求的 青少年 女生 。 尽管 充斥 着 对 好莱坞 和 整 容 手术 的陈 词 滥 调 ， 以及 令人 失望 的 、 predictable ending （ 为 第三 部 作品 铺 垫 ）， 她们 还是会 喜欢 这部 作品的 。 Car ly B . W isk off ， 纽约 萨 维尔 图书馆 版权 保留 。 K elly McC ly mer 出生于 南 卡 罗 来 纳 州 ， 但在 6 岁时 搬 到了 德拉 瓦 州 。 在 初中 时 短暂 回到 南 卡 罗 来 纳 州 后 ， 她 一直 住在 界限 以北 ， 现在 与 丈夫 和 三个 孩子在 缅 因 州 定居 。 写作 一直是 K elly 的 激情 所在 。 她的 下一 部 作品 《 萨 勒 姆 女 巫 试 炼 》 将于 2 0 0 6 年秋季 由 Sim on Pul se 出版 。 , Competition ' s a Witch ,2,47526,"[47527, 47881]"
Animals," Sp ot is a beloved children ' s character , origin ating from the book ' Where ' s Spot ? '. The series was created by Eric Hill , who left school at 1 5 to pursue cartoon ing . Hill passed away in 2 0 1 4 .", Sp ot ' s First Christmas ,1,5975,"[661, 674, 2405, 3606, 5806, 5807, 5809, 5817, 5818, 5824, 5840, 5957, 6735, 6754, 6761, 8170, 8681, 9768, 9882, 10451, 14412, 14632, 14695, 15208, 15843, 16049, 16228, 16241, 16294, 16298, 16359, 16416, 16741, 18426, 18593, 18732, 19616, 27779, 29267, 31028, 32610, 47464, 48057, 48263, 51607, 51623, 55262, 56377, 58458, 69398, 69424, 69437, 69442, 75708]"
Literature & Fiction," Sal ina Y oon is the creator of over seventy novel ty books , including the international best s eller The I ck y St icky F rog . A graduate of the Art Center College of Design , she currently resides in San Mar cos , California , with her husband Chris and their two young sons , Max and Mason .", Jack and Jill : A Halloween Nurs ery Rh yme ,0,51314,"[667, 3321, 9782, 9785, 13367, 13536, 16917, 17105, 18401, 18431, 19597, 21706, 22077, 26430, 28390, 28914, 31329, 37807, 40261, 45491, 47464, 47738, 48028, 51345, 51546, 53323, 54480, 54482, 54776, 55024, 55061, 55262, 55267, 55543, 56941, 56981, 58069, 58458, 58468, 58516]"
Literature & Fiction," Le o Tim mers , the author of Frank y ( 2 0 1 6 ), presents a new tale for young enthusiasts interested in mechanics and gadgets . The story revol ves around G us , a pig who lives behind a service station and fixes peculiar vehicles owned by various animals . G us uses a heap of discarded junk to customize each vehicle according to the animal ' s needs . The book emphasizes the importance of imagin ative twe aking , re using items , and self lessly helping others . The story is filled with charming rh ym es and vibrant illustrations .", G us ' s Garage ,0,70767,"[2819, 2840, 4315, 4366, 6228, 9982, 11351, 11415, 11550, 12408, 15262, 15866, 16915, 17766, 21584, 22711, 22817, 23332, 23853, 26512, 28752, 29290, 29314, 33363, 33677, 33981, 34006, 34011, 44463, 45493, 45844, 48586, 52551, 52578, 52586, 52602, 54076, 55240, 55297, 55421, 55847, 55885, 55939, 56433, 58171, 58514, 59867, 64268, 65779, 66344, 66345, 66400, 66815, 67352, 67517, 68107, 68137, 68204, 68210, 71738, 72146, 73139, 73282]"
Early Learning," D well Stud io , encompass ing D well b aby , D well k ids , and D well table , is a leading brand in home furn ishing design . They specialize in modern prints and patterns , combining a unique sense of color with un wa ver ing quality commitment . Their designs are always ahead of the curve . Visit dwell stud io . com to explore their full range of products .", D well Stud io : Modern Home Furn ishing Solutions ,16,66787,[66779]
Growing Up & Facts of Life," Dan Gut man , who once hated reading as a child , is now an author of popular books like The Kid Who Ran for President , Hon us & Me , The Million Dollar Shot , Race for the Sky , and The Ed ison Mystery : Q w ert y Stevens , Back in Time . Visit his website at Dan G ut man . com to know more .", Dan Gut man : From H ating Reading to Writing Cool Books ,2,28473,"[1473, 2740, 2750, 3450, 3477, 4034, 13690, 14425, 21778, 22361, 27955, 28460, 47577, 47848, 47894, 48567, 55574, 55799]"
Geography & Cultures, Qu ay Road s and her older brother grew up on a working cattle ranch with their father and mother . Qu ay hopes to bring some of her adventures to readers to have fun and learn a bit about her home ., B ows and BB s : A Boy Named Jack - a story book series - Book 5 ( Vol ume 5 ),11,45070,[45064]
Literature & Fiction,,,0,8600,"[4121, 5199, 5209, 5863, 6551, 6651, 6829, 6905, 8483, 8569, 8657, 10204, 12991, 13205, 13510, 17959, 21391]"
Literature & Fiction," N ight ma res : Po ems to Tr ouble Your Sleep is a book of poetry written by Jack Prel ut sky , a best - selling author of over fifty books . Known for his imagin ative and playful verse , Prel ut sky ' s work is illustrated by various artists , including James Stevens on and Car in Ber ger . Night ma res explores the darker side of dreams and sleep , offering a compelling and un sett ling collection for readers . Prel ut sky resides in Washington State .", N ight ma res : Po ems to Tr ouble Your Sleep ,0,27119,"[819, 865, 1392, 1396, 1397, 1768, 2585, 3463, 4928, 15087, 15164, 15228, 20165, 26542, 26648, 26752, 26820, 26825, 26941, 39106, 48950, 56534]"
Growing Up & Facts of Life," A big dog comes to visit in Little Dog and Duncan by Krist ine O ' Connell George , ill us . by June Ot ani . This companion volume to Little Dog Po ems chron icles what happens when the tit ular p ups share quarters .", Little Dog and Duncan ( Cl aud ia Lewis Poetry Award ),2,24950,"[7300, 7346, 10648, 11345, 11565, 12490, 15585, 24880, 25207, 25324, 34965, 39203, 46175, 62709]"
History," Donald Lem ke is a children ' s book editor and an accomplished comic book author . His works include the Z inc All oy series and Bike R ider adventures for DC Comics . He lives in Minnesota with his wife , Amy , and their dog Paul ie .", Donald Lem ke : Children ' s Book Editor and Comic Book Author ,18,29853,"[14675, 29802, 29805, 29806, 29812, 29813, 29817, 29824, 29831, 29838, 29844, 29869, 29873, 29882, 29885, 29898, 29928]"
Literature & Fiction," Smith creates a LE GO version of the Christmas story , including the Imm ac ulate Con ception , Nat ivity , Ep iph any , and the Holy Family ' s settlement in Naz areth . Color pictures depict each scene with text below . Mary , Gabriel , and baby Jesus in block form may bring laughter . A letter from a theological sem inary director discusses deeper issues . Not for everyone , but a unique take on the familiar story .", The Christmas Story : The Brick Bible for Kids ,0,67720,"[3899, 4275, 5494, 5591, 8743, 9238, 9443, 9655, 11347, 14412, 38509, 42907, 46013, 49402, 52542, 53384, 54838, 56433, 57338, 57516, 64618, 67267, 68533, 69026, 69437, 69490, 70385, 71791, 74261]"
Growing Up & Facts of Life," Love W aves is a heart felt book written by Rose mary Wells that captures the emotional connection between parents and children . The story features love waves , which are shiny , curved lines that spark le , representing the constant love and connected ness between parents and their children even during separation . The book is suitable for young children experiencing separation anxiety , as it reass ures them that their parents ' love is un wa ver ing . Wells ' charming artwork and bold colors complement the reass uring text .", Love W aves ,2,33049,"[1270, 2225, 2817, 5458, 16093, 16987, 19637, 25592, 25663, 25786, 25884, 25885, 32214, 33587, 61641, 68426]"
Humor," Char les Schul z , a legendary cartoon ist , auth ored 5 0 years of Pe an uts comics featuring l ovable and recogn izable characters . S no opy : What ' s Wrong with Dog L ips ? is a Pe an uts collection featuring the beloved be agle and his ant ics .", S no opy : What ' s Wrong with Dog L ips ? ( PE AN UT S AM P ! Series Book 9 ): A Pe an uts Collection ( Pe an uts Kids ),3,52247,"[13471, 14610, 22883, 40483, 45326, 52183, 52185, 52188, 52193, 52196, 52222, 52229, 52248, 52251, 54743, 54844, 54861, 54889, 54927, 55098, 55127, 55145, 55182, 55198, 55235, 55261, 55384, 55419, 58478, 58489, 66649, 66658, 66665, 66686, 66707, 66713, 66728]"
Animals," Dest ined to delight doll house a fic ion ados , this imagin ative tale by a debut author introduces a Maine woman who spends her days decorating doll houses with furniture , r ugs , and other miniature objects , all of which she makes herself . When a storm blows down her barn , its inhabitants , a cache of fr isk y mice , move indoors and transform the doll houses into lively homes . The story follows Miss Rene ' s journey to accept and embrace the chaos brought by the mice , eventually building a small sail boat to carry them on a trip around the world .", Miss Rene e ' s M ice ,1,42031,[42034]
Growing Up & Facts of Life," Writ ten and illustrated by STE VE SM ALL MAN , Fair yt ales Gone Wrong : Snow White and the Very Ang ry D war f is a children ' s book that focuses on anger management . Small man has been in the industry for nearly 3 0 years , auth ored several award - winning books , and conducts illustration workshops in schools . His works include Sm elly Peter the Great Pe a E ater ( w inner of the Sheffield Children ' s Book Award 2 0 0 9 ) and The Lamb Who C ame for Dinner ( short listed for the Red House Children ' s Book Award and read by Meat lo af on C IT V ' s Book ab oo ). When not working , Small man enjoys films , TV , gardening , and walking in the countryside .", F air yt ales Gone Wrong : Snow White and the Very Ang ry D war f ,2,66984,"[12850, 17669, 23956, 28790, 43897, 46955, 66964, 66966, 66971, 66979, 67009, 67022, 69869, 69872, 74671, 75568, 75573]"
Animals," The blue mac aw sight ing in the Amazon triggers a journey for Blu and Jewel . Their children , who have only known Rio , are excited to explore the jungle ' s wonders , making home seem distant .", R io 2 : Off and Flying ,1,3601,"[3592, 3596, 3598]"
Science Fiction & Fantasy,,,7,32715,"[32692, 32769]"
"Science, Nature & How It Works"," B aby Professor offers an array of educational topics for kids , fost ering self - learning and curiosity . Their engaging visuals make learning enjoyable , providing a strong foundation for children ' s future growth . Em body ing the motto ' Lear ning is Fun , so let ' s Make it Fun to Learn ', Baby Professor aims to inspire children worldwide .", Where Does Wind Come from ? | Weather for Kids ( Pres chool & Big Children Guide ),15,70089,"[4782, 4817, 5365, 28074, 49791, 50008, 51137, 70087]"
Geography & Cultures,,,11,65211,"[6541, 12661, 18483, 25091, 25517, 26837, 39661, 39755, 42113, 42114, 42115, 42710, 43088, 43194, 43611, 44508, 61452, 61454, 61456, 63093, 65219, 66150, 70142, 72448, 73696, 73699, 73703, 73704, 73705, 73706, 73708, 73709, 73710, 73712, 73714, 74610]"
Literature & Fiction," In book four , Chamber of L ies , Zach , Pi per , and Eli jah are reun ited with their parents . But when Eli jah is l ured into the Chamber , he must face the Shadow Man in a battle for his soul . Only heaven can help him now .", Ch amber of L ies ( The Eli jah Project ) Book Four ,0,8938,"[8927, 8928, 8992]"
Literature & Fiction," S now Day ! A Story T old in 2 4 Po em Forms has received the Mom ' s Choice Gold Award . The Mom ' s Choice Awards ( M CA ) eval uates family - friendly media , products , and services . Ent ries are scored on production quality , design , educational and entertainment value , original ity , appeal , and cost . Parents , educators , retailers , and media members worldwide trust the M CA Hon oring Excellence seal .", S now Day ! : A Story T old in 2 4 Po em Forms ,0,64393,[60434]
"Activities, Crafts & Games"," Ex per ience endless Fro zen fun with this exceptional coloring pad . It offers over 3 0 pages to color and more than 5 0 stick ers allowing you to create your own unique designs . Additionally , you can remove the pages and use them as posters to showcase your creativity ! ", Dis ney Fro zen Col oring Pad ( Fl oor Col oring Pad ),6,53928,"[23855, 53899, 53905, 53922, 53923, 53927, 53930, 53938, 53943, 53944, 53948]"
Growing Up & Facts of Life," Rich ard Sc arry ' s Please and Thank You Book ( P ict ure back ( R )) is a lively , colorful paper back that teaches children about man ners , thought fulness , and caring . F illed with engaging illustrations and insightful lessons , this book has entertained and educated generations of young readers . The late Richard Sc arry , a renowned children ' s author , was awarded a Lifetime Achievement Award by the Society of Illustr ators in 2 0 1 2 .", Rich ard Sc arry ' s Please and Thank You Book ( P ict ure back ( R )) ,2,15112,"[1480, 6098, 7554, 8239, 8258, 8261, 8266, 8268, 8271, 8273, 8279, 8281, 8290, 8291, 8322, 8526, 8955, 9245, 10106, 12706, 13050, 13460, 13641, 14139, 14246, 14543, 14549, 14557, 14571, 14626, 14651, 14695, 15136, 15147, 15156, 15177, 15204, 15230, 15236, 15351, 16783, 17669, 18329, 18352, 18452, 19439, 19586, 22122, 23822, 23860, 23989, 25962, 26159, 26219, 27779, 29567, 30307, 33340, 34237, 35757, 39709, 40653, 45271, 46860, 51029, 57040, 61634, 61658, 61681, 71491, 75896]"
Growing Up & Facts of Life," In this practical tale , a water - ph obic k itten named Katie Cat z learns to swim with the help of gentle swimming lessons from P ats y Pol arb ear , saving her social life . The story features gen ial cartoon animals in amusing swimming att ire . Although it joins similar books like Martha West on ' s T uck in the Pool and Jonathan London ' s Fro ggy Lear ns to Sw im , it has no surprises . The peripheral characters , such as a rabbit in over sized tr unks and a bo og ying cow , add charm to the story . The book is suitable for Pre School - Gr ade 2 readers .", K atie Cat z Makes a Spl ash ( Good Sports ),2,1091,"[5454, 25356, 36248]"
Literature & Fiction," Gr ade 1 - 4 . This picture book tells the story of Mary , the mother of Jesus , based on the New English Bible and legends . The writing style is restra ined and elegant , with full - page paintings and rectangular spot illustrations . The colors are sub du ed yet rich , and the figures have a timeless quality . The book is unified in subject , words , and art , creating a feeling of joy ful reve rence .", M ary : The Mother of Jesus ,0,39052,"[1145, 4577, 4830, 5494, 6236, 6796, 8940, 9238, 11356, 11579, 11704, 13251, 15929, 16435, 16470, 16493, 16567, 22997, 23220, 24825, 27026, 27534, 27937, 28565, 31956, 31963, 36091, 38730, 38770, 38789, 39085, 39213, 39596, 41382, 43916, 55425, 57293, 69688, 73544, 74261]"
Growing Up & Facts of Life," R ose mary Wells is an author known for her children ' s books , including the popular Max and Ruby series , which has its own TV show on Nick , Jr . She resides in Connecticut .", Max and Ruby ' s Bus y Week ,2,18553,"[5557, 5595, 6767, 6950, 16987, 18603, 18959]"
Science Fiction & Fantasy," G reg van E ek h out ' s The Boy at the End of the World is a moving and adventurous survival story that explores our place in the world and the future of humanity . The novel , part spec ulative fiction and part cinem atic survival adventure , features well - developed characters , moral dile m mas , and a vision of the future that confront s environmental destruction . With a br isk pace , clever dialogue , and an emphasis on hope , friendship , and community , the story serves as an excellent beginning for science fiction readers and a thought - prov oking examination of d yst op ian society .", The Boy at the End of the World ,7,65607,[11403]
Animals," Why is there a great big tree in the house ? And why are all these boxes underneath it ? Hey , what is that ?! ? Where did it come from ? U h - oh . This isn ' t good . . . . This isn ' t good at all ! In this hilarious follow - up to the New York Times bestselling picture book Charlie the Ranch Dog , Ree Drum mond , the Pioneer Woman herself , delivers a story about getting into the holiday spirit and finding the good in all . Even though Charlie may not have put a k itty on his Christmas list , he learns that if you keep an open heart , new friends can come in unexpected packages .", Char lie and the Christmas K itty ( Char lie the Ranch Dog ),1,2937,"[1349, 1367, 1745, 2948, 3303, 3383, 3388, 3389, 3606, 3652, 3663, 3828, 3830, 4224, 4227, 4379, 4461, 5494, 5616, 7701, 9238, 10064, 11210, 11908, 11930, 11959, 11988, 13251, 14109, 14412, 15259, 15843, 16501, 18426, 21500, 22303, 23683, 27092, 28843, 29133, 33501, 44874, 44920, 45333, 45430, 45952, 46013, 46447, 52734, 56433, 57267, 63066, 63375, 69490, 75721]"
Growing Up & Facts of Life," An ne Davis , an artist and animal lover , resides in Vermont with her pet dogs Cook ie , Gab by , and Bud . She auth ored and illustrated the book ' B ud and Gab by ' and is the founder of Anne Made Inc ., a greeting card company showcasing her love for dogs and cats .", No Dogs All owed !,2,1773,[1769]
Growing Up & Facts of Life,,,2,73123,"[3856, 4121, 4330, 11395, 11902, 12084, 16899, 22229, 22484, 22831, 39544, 45307, 45328, 45363, 45637, 45783, 52239, 52404, 52476, 55515, 59817, 65096, 65107, 65142, 65146, 66682, 66694, 66706, 66716, 66718, 66724, 67622, 67636, 68073, 68104, 68106, 68124, 68143, 68145, 68164, 68171, 68178, 68219, 70229, 72899, 73057, 73058, 73075, 73078, 73134, 73137, 73144, 75038]"
History," A picture book about the sinking of the cargo ship Ed mund Fitzgerald during a storm on Lake Superior in 1 9 7 5 , focusing on the vessel ' s bell as a memorial to the lost sail ors . The story builds tension as it introduces crew members by name and fictional izes their dialogue . A poem throughout the text creates a sent imental effect . The end p apers list the men ' s names , positions , and hometown s , while an after word describes how the bell was retrieved and became a memorial . The book ' s paintings capture the drama and danger of the lake .", The Ed mund Fitzgerald : Song of the Bell ,18,63098,"[6228, 15270, 16061, 20180, 21191, 25413, 31058, 38667, 48508, 48649, 49683, 51072, 63135, 63145, 63147, 63163, 63230, 63261, 63264, 63391, 70363, 72530, 72535, 72537]"
Literature & Fiction," Al ison In ches is an accomplished children ' s book author , known for her popular works such as ' Go to Bed , Fred ! ', ' In the Kitchen with Miss Pig gy ', ' The Candy Bar Cook book ', and ' Design s and D ood les : A M upp et Sk etch book '. She resides in California with her husband , Ric , and their son , Hunter ."," G iant Oct opus to the Rescue ( Go , Diego , Go !) ",0,48046,[48068]
"Arts, Music & Photography"," Coll age illustrations introduce early readers to the beauty of poetry through the warm hearted relationships between a young boy and friendly park animals . The language highlights early poetic elements like all iter ation , on om at op oe ia , and cons on ance . In accessible yet colorful language , author Mich a Ar cher reminds readers that poetry sur rounds us . The vivid ly illustrated book offers an engaging opportunity for early readers to grasp the power of language .", Dan iel Find s a Po em ,13,15815,"[2840, 3495, 3872, 4315, 4324, 4363, 4383, 4638, 5542, 10511, 10841, 10882, 11415, 11912, 12206, 12263, 15810, 15819, 15842, 15849, 16046, 16347, 16898, 19610, 20825, 21109, 21372, 21498, 21546, 21764, 23847, 25368, 27345, 29290, 29314, 32087, 32390, 33063, 33124, 33211, 33363, 33417, 33454, 33656, 33776, 33863, 33892, 33981, 36459, 36583, 37484, 37558, 39415, 45281, 48586, 48631, 48676, 48682, 49624, 51478, 51822, 52031, 52512, 52599, 52608, 52649, 53716, 53753, 54136, 54497, 54771, 54856, 55036, 55244, 57272, 58155, 58171, 58229, 58514, 59837, 60554, 61449, 62283, 65044, 65067, 65114, 65171, 65174, 65178, 65779, 67647, 67764, 68122, 68175, 68189, 68204, 68210, 68456, 68467, 70512, 73082, 75220]"
